axe,horizon,pointe,n_ouvert,ferme,n_ferme,rouvre
EST,19,pointe,929,45,14087,23
EST,20,creuse,395,10,10148,61
EST,20,pointe,890,36,13740,33
EST,21,creuse,387,35,10141,40
EST,21,pointe,859,33,13544,48
EST,22,creuse,348,41,10143,72
EST,22,pointe,825,59,13476,37
EST,23,creuse,310,11,10177,23
EST,23,pointe,777,38,13506,34
EST,24,creuse,288,18,10195,42
EST,24,pointe,759,50,13506,30
EST,25,creuse,296,49,10183,30
EST,25,pointe,708,42,13519,62
EST,26,creuse,310,31,10118,12
EST,26,pointe,690,42,13437,35
EST,27,creuse,289,18,10096,35
EST,27,pointe,666,48,13376,32
EST,28,creuse,283,15,10085,19
EST,28,pointe,656,29,13363,37
EST,29,creuse,247,9,10079,38
EST,29,pointe,620,37,13303,45
EST,30,creuse,0,0,10317,232
EST,30,pointe,0,0,13902,571
IC ARO,1,creuse,3915,765,7013,502
IC ARO,1,pointe,5873,1083,7387,842
IC ARO,2,creuse,3735,210,7357,871
IC ARO,2,pointe,5506,199,7750,1259
IC ARO,3,creuse,3585,173,7513,869
IC ARO,3,pointe,5357,149,7895,944
IC ARO,4,creuse,1964,55,9140,2153
IC ARO,4,pointe,3738,73,9510,2337
IC ARO,5,creuse,1357,39,9749,754
IC ARO,5,pointe,2840,34,10408,1064
IC ARO,6,creuse,1036,68,10074,474
IC ARO,6,pointe,2287,87,10957,834
IC ARO,7,creuse,1043,53,10049,47
IC ARO,7,pointe,2282,91,10950,115
IC ARO,8,creuse,1084,42,10010,50
IC ARO,8,pointe,2414,35,10818,76
IC ARO,9,creuse,1166,31,9930,57
IC ARO,9,pointe,2548,68,10684,112
IC ARO,10,creuse,1264,26,9834,84
IC ARO,10,pointe,2640,30,10592,148
IC ARO,11,creuse,1364,48,9736,34
IC ARO,11,pointe,2727,23,10505,77
IC ARO,12,creuse,915,0,10187,487
IC ARO,12,pointe,2267,21,10965,516
IC ARO,13,creuse,870,47,10236,120
IC ARO,13,pointe,2453,114,10775,57
IC ARO,14,creuse,897,52,10191,14
IC ARO,14,pointe,2357,37,10859,105
IC ARO,15,creuse,868,37,10208,51
IC ARO,15,pointe,2390,26,10790,38
IC ARO,16,creuse,901,55,10161,36
IC ARO,16,pointe,2439,66,10707,57
IC ARO,17,creuse,980,34,10075,67
IC ARO,17,pointe,2621,97,10484,76
IC ARO,18,creuse,1093,43,9945,10
IC ARO,18,pointe,2780,118,10241,50
IC ARO,19,creuse,1239,138,9787,17
IC ARO,19,pointe,2883,114,10073,65
IC ARO,20,creuse,1336,77,9690,59
IC ARO,20,pointe,3230,175,9726,98
IC ARO,21,creuse,1276,40,9750,135
IC ARO,21,pointe,3174,126,9782,202
IC ARO,22,creuse,1593,109,9428,15
IC ARO,22,pointe,3607,72,9306,54
IC ARO,23,creuse,2241,238,8777,66
IC ARO,23,pointe,4193,126,8675,24
IC ARO,24,creuse,2636,170,8379,249
IC ARO,24,pointe,4588,100,8235,108
IC ARO,25,creuse,3080,146,7944,96
IC ARO,25,pointe,5151,94,7639,30
IC ARO,26,creuse,3224,146,7751,111
IC ARO,26,pointe,5361,77,7454,195
IC ARO,27,creuse,3658,115,7280,129
IC ARO,27,pointe,5905,106,6849,122
IC ARO,28,creuse,3967,118,6988,10
IC ARO,28,pointe,6298,177,6443,5
IC ARO,29,creuse,4184,43,6749,118
IC ARO,29,pointe,6517,23,6216,223
IC ARO,30,creuse,117,0,10818,4551
IC ARO,30,pointe,0,0,12731,7046
IC NUIT,1,creuse,409,22,965,333
IC NUIT,1,pointe,348,42,950,354
IC NUIT,2,creuse,396,0,1060,43
IC NUIT,2,pointe,292,0,1001,44
IC NUIT,3,creuse,368,12,1058,20
IC NUIT,3,pointe,282,12,1006,0
IC NUIT,4,creuse,298,10,1100,74
IC NUIT,4,pointe,238,0,1046,44
IC NUIT,5,creuse,274,0,1091,24
IC NUIT,5,pointe,226,0,1073,12
IC NUIT,6,creuse,260,6,1092,20
IC NUIT,6,pointe,219,0,1055,7
IC NUIT,7,creuse,274,20,1057,6
IC NUIT,7,pointe,221,12,1001,10
IC NUIT,8,creuse,258,13,1050,22
IC NUIT,8,pointe,198,0,1020,12
IC NUIT,9,creuse,268,12,1010,0
IC NUIT,9,pointe,205,7,1008,0
IC NUIT,10,creuse,259,7,989,0
IC NUIT,10,pointe,210,6,998,0
IC NUIT,11,creuse,248,0,970,0
IC NUIT,11,pointe,204,0,1000,0
IC NUIT,12,creuse,66,0,1149,182
IC NUIT,12,pointe,136,9,1051,77
IC NUIT,13,creuse,78,18,1122,6
IC NUIT,13,pointe,146,10,1016,0
IC NUIT,14,creuse,72,0,1119,6
IC NUIT,14,pointe,153,7,1018,0
IC NUIT,15,creuse,55,1,1135,18
IC NUIT,15,pointe,139,6,1053,20
IC NUIT,16,creuse,55,6,1138,0
IC NUIT,16,pointe,132,0,1061,0
IC NUIT,17,creuse,49,0,1146,7
IC NUIT,17,pointe,139,7,1054,6
IC NUIT,18,creuse,56,7,1139,1
IC NUIT,18,pointe,129,6,1034,6
IC NUIT,19,creuse,49,0,1166,7
IC NUIT,19,pointe,113,0,992,16
IC NUIT,20,creuse,54,6,1153,1
IC NUIT,20,pointe,117,10,962,6
IC NUIT,21,creuse,55,1,1160,0
IC NUIT,21,pointe,123,6,969,0
IC NUIT,22,creuse,60,0,1150,23
IC NUIT,22,pointe,105,0,960,16
IC NUIT,23,creuse,78,1,1130,12
IC NUIT,23,pointe,122,6,924,7
IC NUIT,24,creuse,84,0,1119,0
IC NUIT,24,pointe,124,7,902,0
IC NUIT,25,creuse,85,6,1115,12
IC NUIT,25,pointe,111,0,888,17
IC NUIT,26,creuse,85,0,1122,0
IC NUIT,26,pointe,118,7,843,0
IC NUIT,27,creuse,101,16,1009,0
IC NUIT,27,pointe,118,0,777,0
IC NUIT,28,creuse,69,0,1004,32
IC NUIT,28,pointe,118,0,719,0
IC NUIT,29,creuse,107,22,935,0
IC NUIT,29,pointe,119,10,671,7
IC NUIT,30,creuse,0,0,1011,102
IC NUIT,30,pointe,0,0,750,120
IC SRO,1,creuse,0,0,11532,0
IC SRO,1,pointe,0,0,9292,0
IC SRO,2,creuse,0,0,11532,0
IC SRO,2,pointe,0,0,9292,0
IC SRO,3,creuse,0,0,11420,0
IC SRO,3,pointe,0,0,9272,0
IC SRO,4,creuse,0,0,11308,0
IC SRO,4,pointe,0,0,9252,0
IC SRO,5,creuse,0,0,11252,0
IC SRO,5,pointe,0,0,9242,0
IC SRO,6,creuse,0,0,11252,0
IC SRO,6,pointe,0,0,9242,0
IC SRO,7,creuse,0,0,11364,0
IC SRO,7,pointe,0,0,9252,0
IC SRO,8,creuse,0,0,11472,0
IC SRO,8,pointe,0,0,9268,0
IC SRO,9,creuse,0,0,11524,0
IC SRO,9,pointe,0,0,9274,0
IC SRO,10,creuse,0,0,11520,0
IC SRO,10,pointe,0,0,9270,0
IC SRO,11,creuse,0,0,11516,0
IC SRO,11,pointe,0,0,9266,0
IC SRO,12,creuse,0,0,11516,0
IC SRO,12,pointe,0,0,9266,0
IC SRO,13,creuse,0,0,11516,0
IC SRO,13,pointe,0,0,9266,0
IC SRO,14,creuse,0,0,11516,0
IC SRO,14,pointe,0,0,9256,0
IC SRO,15,creuse,0,0,11512,0
IC SRO,15,pointe,0,0,9252,0
IC SRO,16,creuse,0,0,11508,0
IC SRO,16,pointe,0,0,9248,0
IC SRO,17,creuse,0,0,11504,0
IC SRO,17,pointe,0,0,9244,0
IC SRO,18,creuse,0,0,11500,0
IC SRO,18,pointe,0,0,9240,0
IC SRO,19,creuse,0,0,11500,0
IC SRO,19,pointe,0,0,9240,0
IC SRO,20,creuse,0,0,11500,0
IC SRO,20,pointe,0,0,9240,0
IC SRO,21,creuse,0,0,11500,0
IC SRO,21,pointe,0,0,9240,0
IC SRO,22,creuse,0,0,11395,0
IC SRO,22,pointe,0,0,9210,0
IC SRO,23,creuse,0,0,11290,0
IC SRO,23,pointe,0,0,9180,0
IC SRO,24,creuse,0,0,11185,0
IC SRO,24,pointe,0,0,9150,0
IC SRO,25,creuse,0,0,11080,0
IC SRO,25,pointe,0,0,9120,0
IC SRO,26,creuse,0,0,10975,0
IC SRO,26,pointe,0,0,9090,0
IC SRO,27,creuse,0,0,10975,0
IC SRO,27,pointe,0,0,9090,0
IC SRO,28,creuse,0,0,10975,0
IC SRO,28,pointe,0,0,9090,0
IC SRO,29,creuse,0,0,10894,0
IC SRO,29,pointe,0,0,9060,0
IC SRO,30,creuse,0,0,10813,0
IC SRO,30,pointe,0,0,9030,0
INTERNATIONAL,1,creuse,156,11,5158,19
INTERNATIONAL,1,pointe,336,20,6642,11
INTERNATIONAL,2,creuse,139,3,5107,29
INTERNATIONAL,2,pointe,320,15,6637,36
INTERNATIONAL,3,creuse,119,0,5059,29
INTERNATIONAL,3,pointe,269,2,6667,62
INTERNATIONAL,4,creuse,132,4,5000,3
INTERNATIONAL,4,pointe,267,13,6664,25
INTERNATIONAL,5,creuse,138,1,4987,2
INTERNATIONAL,5,pointe,316,30,6601,8
INTERNATIONAL,6,creuse,156,2,4915,3
INTERNATIONAL,6,pointe,347,25,6429,20
INTERNATIONAL,7,creuse,111,2,4951,44
INTERNATIONAL,7,pointe,218,2,6516,131
INTERNATIONAL,8,creuse,108,3,4878,5
INTERNATIONAL,8,pointe,211,5,6473,9
INTERNATIONAL,9,creuse,117,0,4793,0
INTERNATIONAL,9,pointe,211,0,6423,3
INTERNATIONAL,10,creuse,114,1,4720,4
INTERNATIONAL,10,pointe,206,3,6378,2
INTERNATIONAL,11,creuse,106,1,4652,3
INTERNATIONAL,11,pointe,202,5,6332,4
INTERNATIONAL,12,creuse,110,1,4618,2
INTERNATIONAL,12,pointe,200,0,6277,2
INTERNATIONAL,13,creuse,106,0,4494,7
INTERNATIONAL,13,pointe,215,2,6042,0
INTERNATIONAL,14,creuse,102,3,4425,4
INTERNATIONAL,14,pointe,191,0,5971,20
INTERNATIONAL,15,creuse,53,3,4425,50
INTERNATIONAL,15,pointe,122,0,5962,60
INTERNATIONAL,16,creuse,50,4,4379,2
INTERNATIONAL,16,pointe,106,2,5900,2
INTERNATIONAL,17,creuse,49,2,4331,0
INTERNATIONAL,17,pointe,92,7,5836,2
INTERNATIONAL,18,creuse,49,0,4282,0
INTERNATIONAL,18,pointe,83,9,5767,2
INTERNATIONAL,19,creuse,52,2,4246,0
INTERNATIONAL,19,pointe,80,2,5709,0
INTERNATIONAL,20,creuse,47,3,4140,0
INTERNATIONAL,20,pointe,66,7,5611,0
INTERNATIONAL,21,creuse,47,0,4026,0
INTERNATIONAL,21,pointe,66,1,5523,0
INTERNATIONAL,22,creuse,45,2,3996,0
INTERNATIONAL,22,pointe,63,2,5478,0
INTERNATIONAL,23,creuse,48,4,3961,0
INTERNATIONAL,23,pointe,60,0,5433,0
INTERNATIONAL,24,creuse,47,1,3930,0
INTERNATIONAL,24,pointe,58,4,5387,0
INTERNATIONAL,25,creuse,51,2,3955,2
INTERNATIONAL,25,pointe,63,0,5342,0
INTERNATIONAL,26,creuse,52,4,3943,0
INTERNATIONAL,26,pointe,68,3,5310,0
INTERNATIONAL,27,creuse,56,4,3877,0
INTERNATIONAL,27,pointe,51,1,5276,0
INTERNATIONAL,28,creuse,57,1,3805,0
INTERNATIONAL,28,pointe,54,6,5228,0
INTERNATIONAL,29,creuse,65,2,3797,0
INTERNATIONAL,29,pointe,55,0,5227,0
INTERNATIONAL,30,creuse,0,0,3862,63
INTERNATIONAL,30,pointe,0,0,5282,60
NORD,1,creuse,2294,346,4295,135
NORD,1,pointe,4930,504,5594,396
NORD,2,creuse,2235,210,4360,237
NORD,2,pointe,4831,381,5788,514
NORD,3,creuse,2274,210,4329,220
NORD,3,pointe,4872,334,5844,419
NORD,4,creuse,1053,13,5552,1230
NORD,4,pointe,2120,29,8693,2864
NORD,5,creuse,1066,93,5550,146
NORD,5,pointe,1996,218,8938,369
NORD,6,creuse,1108,141,5523,125
NORD,6,pointe,2063,204,8967,195
NORD,7,creuse,1131,106,5519,126
NORD,7,pointe,2150,235,8956,183
NORD,8,creuse,1108,92,5547,159
NORD,8,pointe,2000,87,9119,302
NORD,9,creuse,1180,157,5461,112
NORD,9,pointe,2059,178,9075,193
NORD,10,creuse,1283,93,5344,67
NORD,10,pointe,2069,158,9080,153
NORD,11,creuse,1304,79,5309,108
NORD,11,pointe,2053,201,9111,225
NORD,12,creuse,638,5,5976,716
NORD,12,pointe,932,12,10270,1183
NORD,13,creuse,653,47,5960,56
NORD,13,pointe,955,27,10255,89
NORD,14,creuse,646,16,5976,30
NORD,14,pointe,963,19,10206,36
NORD,15,creuse,647,17,5971,28
NORD,15,pointe,971,56,10183,40
NORD,16,creuse,628,46,5986,28
NORD,16,pointe,932,28,10207,53
NORD,17,creuse,613,36,5989,57
NORD,17,pointe,947,56,10176,44
NORD,18,creuse,602,13,5988,26
NORD,18,pointe,887,15,10220,64
NORD,19,creuse,628,44,5950,22
NORD,19,pointe,889,28,10201,33
NORD,20,creuse,678,65,5892,24
NORD,20,pointe,944,74,10157,14
NORD,21,creuse,618,9,5943,57
NORD,21,pointe,932,29,10169,32
NORD,22,creuse,653,62,5896,26
NORD,22,pointe,938,44,10147,31
NORD,23,creuse,664,67,5873,49
NORD,23,pointe,939,56,10130,40
NORD,24,creuse,665,36,5860,34
NORD,24,pointe,911,27,10142,57
NORD,25,creuse,581,8,5932,76
NORD,25,pointe,845,17,10192,60
NORD,26,creuse,578,34,5923,21
NORD,26,pointe,849,38,10172,28
NORD,27,creuse,577,23,5922,45
NORD,27,pointe,792,34,10261,44
NORD,28,creuse,561,30,5938,20
NORD,28,pointe,793,34,10287,30
NORD,29,creuse,584,53,5915,19
NORD,29,pointe,797,42,10283,29
NORD,30,creuse,4,0,6494,572
NORD,30,pointe,0,0,11080,793
OUIGO_TC,1,creuse,0,0,1184,0
OUIGO_TC,1,pointe,0,0,1715,0
OUIGO_TC,2,creuse,0,0,1418,0
OUIGO_TC,2,pointe,0,0,2039,0
OUIGO_TC,3,creuse,0,0,1447,0
OUIGO_TC,3,pointe,0,0,2079,0
OUIGO_TC,4,creuse,0,0,1404,0
OUIGO_TC,4,pointe,0,0,2045,0
OUIGO_TC,5,creuse,0,0,1358,0
OUIGO_TC,5,pointe,0,0,2008,0
OUIGO_TC,6,creuse,0,0,1358,0
OUIGO_TC,6,pointe,0,0,2008,0
OUIGO_TC,7,creuse,0,0,1358,0
OUIGO_TC,7,pointe,0,0,2008,0
OUIGO_TC,8,creuse,0,0,1335,0
OUIGO_TC,8,pointe,0,0,1988,0
OUIGO_TC,9,creuse,0,0,1334,0
OUIGO_TC,9,pointe,0,0,1946,0
OUIGO_TC,10,creuse,0,0,1333,0
OUIGO_TC,10,pointe,0,0,1904,0
OUIGO_TC,11,creuse,0,0,1313,0
OUIGO_TC,11,pointe,0,0,1886,0
OUIGO_TC,12,creuse,0,0,1337,0
OUIGO_TC,12,pointe,0,0,1908,0
OUIGO_TC,13,creuse,0,0,1283,0
OUIGO_TC,13,pointe,0,0,1838,0
OUIGO_TC,14,creuse,0,0,1283,0
OUIGO_TC,14,pointe,0,0,1838,0
OUIGO_TC,15,creuse,0,0,1282,0
OUIGO_TC,15,pointe,0,0,1827,0
OUIGO_TC,16,creuse,0,0,1303,0
OUIGO_TC,16,pointe,0,0,1807,0
OUIGO_TC,17,creuse,0,0,1324,0
OUIGO_TC,17,pointe,0,0,1787,0
OUIGO_TC,18,creuse,0,0,1326,0
OUIGO_TC,18,pointe,0,0,1778,0
OUIGO_TC,19,creuse,0,0,1350,0
OUIGO_TC,19,pointe,0,0,1787,0
OUIGO_TC,20,creuse,0,0,1344,0
OUIGO_TC,20,pointe,0,0,1753,0
OUIGO_TC,21,creuse,0,0,1344,0
OUIGO_TC,21,pointe,0,0,1753,0
OUIGO_TC,22,creuse,0,0,1344,0
OUIGO_TC,22,pointe,0,0,1736,0
OUIGO_TC,23,creuse,0,0,1344,0
OUIGO_TC,23,pointe,0,0,1736,0
OUIGO_TC,24,creuse,0,0,1344,0
OUIGO_TC,24,pointe,0,0,1736,0
OUIGO_TC,25,creuse,0,0,1344,0
OUIGO_TC,25,pointe,0,0,1723,0
OUIGO_TC,26,creuse,0,0,1328,0
OUIGO_TC,26,pointe,0,0,1691,0
OUIGO_TC,27,creuse,0,0,1342,0
OUIGO_TC,27,pointe,0,0,1680,0
OUIGO_TC,28,creuse,0,0,1315,0
OUIGO_TC,28,pointe,0,0,1629,0
OUIGO_TC,29,creuse,0,0,1315,0
OUIGO_TC,29,pointe,0,0,1633,0
OUIGO_TC,30,creuse,0,0,1315,0
OUIGO_TC,30,pointe,0,0,1637,0
OUIGO_atlantique,1,creuse,0,0,1513,0
OUIGO_atlantique,1,pointe,0,0,1617,0
OUIGO_atlantique,2,creuse,0,0,1525,0
OUIGO_atlantique,2,pointe,0,0,1649,0
OUIGO_atlantique,3,creuse,0,0,1522,0
OUIGO_atlantique,3,pointe,0,0,1638,0
OUIGO_atlantique,4,creuse,0,0,1518,0
OUIGO_atlantique,4,pointe,0,0,1626,0
OUIGO_atlantique,5,creuse,0,0,1520,0
OUIGO_atlantique,5,pointe,0,0,1630,0
OUIGO_atlantique,6,creuse,0,0,1518,0
OUIGO_atlantique,6,pointe,0,0,1616,0
OUIGO_atlantique,7,creuse,0,0,1518,0
OUIGO_atlantique,7,pointe,0,0,1620,0
OUIGO_atlantique,8,creuse,0,0,1518,0
OUIGO_atlantique,8,pointe,0,0,1624,0
OUIGO_atlantique,9,creuse,0,0,1514,0
OUIGO_atlantique,9,pointe,0,0,1612,0
OUIGO_atlantique,10,creuse,0,0,1510,0
OUIGO_atlantique,10,pointe,0,0,1600,0
OUIGO_atlantique,11,creuse,0,0,1506,0
OUIGO_atlantique,11,pointe,0,0,1588,0
OUIGO_atlantique,12,creuse,0,0,1508,0
OUIGO_atlantique,12,pointe,0,0,1592,0
OUIGO_atlantique,13,creuse,0,0,1503,0
OUIGO_atlantique,13,pointe,0,0,1590,0
OUIGO_atlantique,14,creuse,0,0,1503,0
OUIGO_atlantique,14,pointe,0,0,1594,0
OUIGO_atlantique,15,creuse,0,0,1498,0
OUIGO_atlantique,15,pointe,0,0,1594,0
OUIGO_atlantique,16,creuse,0,0,1493,0
OUIGO_atlantique,16,pointe,0,0,1594,0
OUIGO_atlantique,17,creuse,0,0,1488,0
OUIGO_atlantique,17,pointe,0,0,1594,0
OUIGO_atlantique,18,creuse,0,0,1483,0
OUIGO_atlantique,18,pointe,0,0,1594,0
OUIGO_atlantique,19,creuse,0,0,1478,0
OUIGO_atlantique,19,pointe,0,0,1594,0
OUIGO_atlantique,20,creuse,0,0,1482,0
OUIGO_atlantique,20,pointe,0,0,1610,0
OUIGO_atlantique,21,creuse,0,0,1482,0
OUIGO_atlantique,21,pointe,0,0,1610,0
OUIGO_atlantique,22,creuse,0,0,1477,0
OUIGO_atlantique,22,pointe,0,0,1610,0
OUIGO_atlantique,23,creuse,0,0,1472,0
OUIGO_atlantique,23,pointe,0,0,1610,0
OUIGO_atlantique,24,creuse,0,0,1467,0
OUIGO_atlantique,24,pointe,0,0,1610,0
OUIGO_atlantique,25,creuse,0,0,1462,0
OUIGO_atlantique,25,pointe,0,0,1610,0
OUIGO_atlantique,26,creuse,0,0,1457,0
OUIGO_atlantique,26,pointe,0,0,1610,0
OUIGO_atlantique,27,creuse,0,0,1464,0
OUIGO_atlantique,27,pointe,0,0,1614,0
OUIGO_atlantique,28,creuse,0,0,1464,0
OUIGO_atlantique,28,pointe,0,0,1614,0
OUIGO_atlantique,29,creuse,0,0,1464,0
OUIGO_atlantique,29,pointe,0,0,1614,0
OUIGO_atlantique,30,creuse,0,0,1464,0
OUIGO_atlantique,30,pointe,0,0,1614,0
OUIGO_est,1,creuse,0,0,55,0
OUIGO_est,1,pointe,0,0,55,0
OUIGO_est,2,creuse,0,0,55,0
OUIGO_est,2,pointe,0,0,55,0
