train_no,origine_iata,destination_iata,bande,n_ouvert,ferme,n_ferme,rouvre
12177,FRXBV,FRMSC,relance,0,0,3,1
12177,FRXBV,FRNIC,bascule,1,0,2,0
12177,FRXBV,FRNIC,derniers_jours,2,1,7,0
12177,FRXBV,FRNIC,imminent,2,0,12,0
12177,FRXBV,FRNIC,intervalle,2,1,19,1
12177,FRXBV,FRNIC,lointain,0,0,98,0
12177,FRXBV,FRNIC,moyen,3,1,46,2
12177,FRXBV,FRNIC,ouverture,0,0,8,0
12177,FRXBV,FRNIC,plateau,0,0,45,0
12177,FRXBV,FRNIC,proche,5,3,30,3
12177,FRXBV,FRNIC,relance,0,0,3,1
12177,FRXBV,FRTLN,bascule,1,0,2,0
12177,FRXBV,FRTLN,derniers_jours,2,1,7,0
12177,FRXBV,FRTLN,imminent,2,0,12,0
12177,FRXBV,FRTLN,intervalle,2,1,19,1
12177,FRXBV,FRTLN,lointain,0,0,98,0
12177,FRXBV,FRTLN,moyen,3,1,46,2
12177,FRXBV,FRTLN,ouverture,0,0,8,0
12177,FRXBV,FRTLN,plateau,0,0,45,0
12177,FRXBV,FRTLN,proche,5,3,30,3
12177,FRXBV,FRTLN,relance,0,0,3,1
12177,FRXBV,FRXAT,bascule,1,0,2,0
12177,FRXBV,FRXAT,derniers_jours,2,1,7,0
12177,FRXBV,FRXAT,imminent,2,0,12,0
12177,FRXBV,FRXAT,intervalle,2,1,19,1
12177,FRXBV,FRXAT,lointain,0,0,98,0
12177,FRXBV,FRXAT,moyen,3,1,46,2
12177,FRXBV,FRXAT,ouverture,0,0,8,0
12177,FRXBV,FRXAT,plateau,0,0,45,0
12177,FRXBV,FRXAT,proche,5,3,30,3
12177,FRXBV,FRXAT,relance,0,0,3,1
12177,FRXBV,FRXRS,bascule,1,0,2,0
12177,FRXBV,FRXRS,derniers_jours,2,1,7,0
12177,FRXBV,FRXRS,imminent,2,0,12,0
12177,FRXBV,FRXRS,intervalle,2,1,19,1
12177,FRXBV,FRXRS,lointain,0,0,98,0
12177,FRXBV,FRXRS,moyen,3,1,46,2
12177,FRXBV,FRXRS,ouverture,0,0,8,0
12177,FRXBV,FRXRS,plateau,0,0,45,0
12177,FRXBV,FRXRS,proche,5,3,30,3
12177,FRXBV,FRXRS,relance,0,0,3,1
12177,FRXBV,FRXSK,bascule,1,0,2,0
12177,FRXBV,FRXSK,derniers_jours,2,1,7,0
12177,FRXBV,FRXSK,imminent,2,0,12,0
12177,FRXBV,FRXSK,intervalle,2,1,19,1
12177,FRXBV,FRXSK,lointain,0,0,98,0
12177,FRXBV,FRXSK,moyen,3,1,46,2
12177,FRXBV,FRXSK,ouverture,0,0,8,0
12177,FRXBV,FRXSK,plateau,0,0,45,0
12177,FRXBV,FRXSK,proche,5,3,30,3
12177,FRXBV,FRXSK,relance,0,0,3,1
12177,FRXRS,FRJCA,bascule,1,1,2,0
12177,FRXRS,FRJCA,derniers_jours,2,1,7,1
12177,FRXRS,FRJCA,imminent,4,1,10,0
12177,FRXRS,FRJCA,intervalle,3,1,18,0
12177,FRXRS,FRJCA,lointain,0,0,98,0
12177,FRXRS,FRJCA,moyen,4,0,45,1
12177,FRXRS,FRJCA,ouverture,0,0,8,0
12177,FRXRS,FRJCA,plateau,0,0,45,0
12177,FRXRS,FRJCA,proche,4,0,31,3
12177,FRXRS,FRJCA,relance,0,0,3,1
12177,FRXRS,FRNIC,bascule,1,1,2,0
12177,FRXRS,FRNIC,derniers_jours,2,1,7,1
12177,FRXRS,FRNIC,imminent,4,1,10,0
12177,FRXRS,FRNIC,intervalle,3,1,18,0
12177,FRXRS,FRNIC,lointain,0,0,98,0
12177,FRXRS,FRNIC,moyen,4,0,45,1
12177,FRXRS,FRNIC,ouverture,0,0,8,0
12177,FRXRS,FRNIC,plateau,0,0,45,0
12177,FRXRS,FRNIC,proche,4,0,31,3
12177,FRXRS,FRNIC,relance,0,0,3,1
12177,FRXRS,FRXAT,bascule,1,1,2,0
12177,FRXRS,FRXAT,derniers_jours,2,1,7,1
12177,FRXRS,FRXAT,imminent,4,1,10,0
12177,FRXRS,FRXAT,intervalle,3,1,18,0
12177,FRXRS,FRXAT,lointain,0,0,98,0
12177,FRXRS,FRXAT,moyen,4,0,45,1
12177,FRXRS,FRXAT,ouverture,0,0,8,0
12177,FRXRS,FRXAT,plateau,0,0,45,0
12177,FRXRS,FRXAT,proche,4,0,31,3
12177,FRXRS,FRXAT,relance,0,0,3,1
12177,FRXRS,FRXSK,bascule,1,1,2,0
12177,FRXRS,FRXSK,derniers_jours,2,1,7,1
12177,FRXRS,FRXSK,imminent,4,1,10,0
12177,FRXRS,FRXSK,intervalle,3,1,18,0
12177,FRXRS,FRXSK,lointain,0,0,98,0
12177,FRXRS,FRXSK,moyen,4,0,45,1
12177,FRXRS,FRXSK,ouverture,0,0,8,0
12177,FRXRS,FRXSK,plateau,0,0,45,0
12177,FRXRS,FRXSK,proche,4,0,31,3
12177,FRXRS,FRXSK,relance,0,0,3,1
12179,FRABA,FRAIE,bascule,0,0,3,0
12179,FRABA,FRAIE,derniers_jours,5,2,4,2
12179,FRABA,FRAIE,imminent,6,0,8,1
12179,FRABA,FRAIE,intervalle,0,0,9,0
12179,FRABA,FRAIE,lointain,0,0,38,0
12179,FRABA,FRAIE,moyen,0,0,27,0
12179,FRABA,FRAIE,ouverture,0,0,1,0
12179,FRABA,FRAIE,plateau,0,0,13,0
12179,FRABA,FRAIE,proche,3,0,32,3
12179,FRABA,FRAIE,relance,0,0,2,0
12179,FRABA,FRAVG,bascule,0,0,3,0
12179,FRABA,FRAVG,derniers_jours,5,2,4,2
12179,FRABA,FRAVG,imminent,6,0,8,1
12179,FRABA,FRAVG,intervalle,0,0,9,0
12179,FRABA,FRAVG,lointain,0,0,38,0
12179,FRABA,FRAVG,moyen,0,0,27,0
12179,FRABA,FRAVG,ouverture,0,0,1,0
12179,FRABA,FRAVG,plateau,0,0,13,0
12179,FRABA,FRAVG,proche,3,0,32,3
12179,FRABA,FRAVG,relance,0,0,2,0
12179,FRABA,FRHGU,bascule,0,0,3,1
12179,FRABA,FRHGU,derniers_jours,4,2,5,3
12179,FRABA,FRHGU,imminent,6,0,8,1
12179,FRABA,FRHGU,intervalle,0,0,9,0
12179,FRABA,FRHGU,lointain,0,0,38,0
12179,FRABA,FRHGU,moyen,0,0,27,0
12179,FRABA,FRHGU,ouverture,0,0,1,0
12179,FRABA,FRHGU,plateau,0,0,13,0
12179,FRABA,FRHGU,proche,3,0,32,2
12179,FRABA,FRHGU,relance,0,0,2,0
12179,FRABA,FRLPD,bascule,0,0,3,1
12179,FRABA,FRLPD,derniers_jours,4,2,5,3
12179,FRABA,FRLPD,imminent,6,0,8,1
12179,FRABA,FRLPD,intervalle,0,0,9,0
12179,FRABA,FRLPD,lointain,0,0,38,0
12179,FRABA,FRLPD,moyen,0,0,27,0
12179,FRABA,FRLPD,ouverture,0,0,1,0
12179,FRABA,FRLPD,plateau,0,0,13,0
12179,FRABA,FRLPD,proche,3,0,32,2
12179,FRABA,FRLPD,relance,0,0,2,0
12179,FRABA,FRMSC,bascule,0,0,3,0
12179,FRABA,FRMSC,derniers_jours,5,2,4,2
12179,FRABA,FRMSC,imminent,6,0,8,1
12179,FRABA,FRMSC,intervalle,0,0,9,0
12179,FRABA,FRMSC,lointain,0,0,38,0
12179,FRABA,FRMSC,moyen,0,0,27,0
12179,FRABA,FRMSC,ouverture,0,0,1,0
12179,FRABA,FRMSC,plateau,0,0,13,0
12179,FRABA,FRMSC,proche,3,0,32,3
12179,FRABA,FRMSC,relance,0,0,2,0
12179,FRABA,FRVLA,bascule,0,0,3,1
12179,FRABA,FRVLA,derniers_jours,5,2,4,2
12179,FRABA,FRVLA,imminent,6,0,8,1
12179,FRABA,FRVLA,intervalle,0,0,9,0
12179,FRABA,FRVLA,lointain,0,0,38,0
12179,FRABA,FRVLA,moyen,0,0,27,0
12179,FRABA,FRVLA,ouverture,0,0,1,0
12179,FRABA,FRVLA,plateau,0,0,13,0
12179,FRABA,FRVLA,proche,3,0,32,3
12179,FRABA,FRVLA,relance,0,0,2,0
12179,FRAEG,FRABA,bascule,0,0,3,0
12179,FRAEG,FRABA,derniers_jours,5,2,4,1
12179,FRAEG,FRABA,imminent,6,0,8,1
12179,FRAEG,FRABA,intervalle,0,0,9,0
12179,FRAEG,FRABA,lointain,0,0,38,0
12179,FRAEG,FRABA,moyen,0,0,27,0
12179,FRAEG,FRABA,ouverture,0,0,1,0
12179,FRAEG,FRABA,plateau,0,0,13,0
12179,FRAEG,FRABA,proche,3,0,32,3
12179,FRAEG,FRABA,relance,0,0,2,0
12179,FRAEG,FRAEK,bascule,0,0,3,2
12179,FRAEG,FRAEK,derniers_jours,5,2,4,1
12179,FRAEG,FRAEK,imminent,6,0,8,1
12179,FRAEG,FRAEK,intervalle,0,0,9,0
12179,FRAEG,FRAEK,lointain,0,0,38,0
12179,FRAEG,FRAEK,moyen,0,0,27,0
12179,FRAEG,FRAEK,ouverture,0,0,1,0
12179,FRAEG,FRAEK,plateau,0,0,13,0
12179,FRAEG,FRAEK,proche,3,0,32,3
12179,FRAEG,FRAEK,relance,0,0,2,0
12179,FRAEG,FRAIE,bascule,0,0,3,2
12179,FRAEG,FRAIE,derniers_jours,6,1,3,1
12179,FRAEG,FRAIE,imminent,6,0,8,1
12179,FRAEG,FRAIE,intervalle,0,0,9,0
12179,FRAEG,FRAIE,lointain,0,0,38,0
12179,FRAEG,FRAIE,moyen,3,2,24,0
12179,FRAEG,FRAIE,ouverture,0,0,1,0
12179,FRAEG,FRAIE,plateau,0,0,13,0
12179,FRAEG,FRAIE,proche,4,1,31,4
12179,FRAEG,FRAIE,relance,0,0,2,0
12179,FRAEG,FRAVG,bascule,0,0,3,2
12179,FRAEG,FRAVG,derniers_jours,6,1,3,1
12179,FRAEG,FRAVG,imminent,6,0,8,1
12179,FRAEG,FRAVG,intervalle,0,0,9,0
12179,FRAEG,FRAVG,lointain,0,0,38,0
12179,FRAEG,FRAVG,moyen,3,2,24,0
12179,FRAEG,FRAVG,ouverture,0,0,1,0
12179,FRAEG,FRAVG,plateau,0,0,13,0
12179,FRAEG,FRAVG,proche,4,1,31,4
12179,FRAEG,FRAVG,relance,0,0,2,0
12179,FRAEG,FRHGU,bascule,0,0,3,0
12179,FRAEG,FRHGU,derniers_jours,5,2,4,1
12179,FRAEG,FRHGU,imminent,6,0,8,1
12179,FRAEG,FRHGU,intervalle,0,0,9,0
12179,FRAEG,FRHGU,lointain,0,0,38,0
12179,FRAEG,FRHGU,moyen,0,0,27,0
12179,FRAEG,FRHGU,ouverture,0,0,1,0
12179,FRAEG,FRHGU,plateau,0,0,13,0
12179,FRAEG,FRHGU,proche,3,0,32,3
12179,FRAEG,FRHGU,relance,0,0,2,0
12179,FRAEG,FRLPD,bascule,0,0,3,2
12179,FRAEG,FRLPD,derniers_jours,6,1,3,1
12179,FRAEG,FRLPD,imminent,6,0,8,1
12179,FRAEG,FRLPD,intervalle,0,0,9,0
12179,FRAEG,FRLPD,lointain,0,0,38,0
12179,FRAEG,FRLPD,moyen,3,2,24,0
12179,FRAEG,FRLPD,ouverture,0,0,1,0
12179,FRAEG,FRLPD,plateau,0,0,13,0
12179,FRAEG,FRLPD,proche,4,1,31,4
12179,FRAEG,FRLPD,relance,0,0,2,0
12179,FRAEG,FRMSC,bascule,0,0,3,2
12179,FRAEG,FRMSC,derniers_jours,6,1,3,1
12179,FRAEG,FRMSC,imminent,6,0,8,1
12179,FRAEG,FRMSC,intervalle,0,0,9,0
12179,FRAEG,FRMSC,lointain,0,0,38,0
12179,FRAEG,FRMSC,moyen,3,2,24,0
12179,FRAEG,FRMSC,ouverture,0,0,1,0
12179,FRAEG,FRMSC,plateau,0,0,13,0
12179,FRAEG,FRMSC,proche,4,1,31,4
12179,FRAEG,FRMSC,relance,0,0,2,0
12179,FRAEG,FRTJA,bascule,0,0,3,0
12179,FRAEG,FRTJA,derniers_jours,5,2,4,1
12179,FRAEG,FRTJA,imminent,6,0,8,1
12179,FRAEG,FRTJA,intervalle,0,0,9,0
12179,FRAEG,FRTJA,lointain,0,0,38,0
12179,FRAEG,FRTJA,moyen,0,0,27,0
12179,FRAEG,FRTJA,ouverture,0,0,1,0
12179,FRAEG,FRTJA,plateau,0,0,13,0
12179,FRAEG,FRTJA,proche,3,0,32,3
12179,FRAEG,FRTJA,relance,0,0,2,0
12179,FRAEG,FRTJB,bascule,0,0,3,0
12179,FRAEG,FRTJB,derniers_jours,5,2,4,1
12179,FRAEG,FRTJB,imminent,6,0,8,1
12179,FRAEG,FRTJB,intervalle,0,0,9,0
12179,FRAEG,FRTJB,lointain,0,0,38,0
12179,FRAEG,FRTJB,moyen,0,0,27,0
12179,FRAEG,FRTJB,ouverture,0,0,1,0
12179,FRAEG,FRTJB,plateau,0,0,13,0
12179,FRAEG,FRTJB,proche,3,0,32,3
12179,FRAEG,FRTJB,relance,0,0,2,0
12179,FRAEG,FRVLA,bascule,0,0,3,2
12179,FRAEG,FRVLA,derniers_jours,6,1,3,1
12179,FRAEG,FRVLA,imminent,6,0,8,1
12179,FRAEG,FRVLA,intervalle,0,0,9,0
12179,FRAEG,FRVLA,lointain,0,0,38,0
12179,FRAEG,FRVLA,moyen,3,2,24,0
12179,FRAEG,FRVLA,ouverture,0,0,1,0
12179,FRAEG,FRVLA,plateau,0,0,13,0
12179,FRAEG,FRVLA,proche,4,1,31,4
12179,FRAEG,FRVLA,relance,0,0,2,0
12179,FRAEK,FRABA,bascule,0,0,3,0
12179,FRAEK,FRABA,derniers_jours,5,2,4,1
12179,FRAEK,FRABA,imminent,6,0,8,1
12179,FRAEK,FRABA,intervalle,0,0,9,0
12179,FRAEK,FRABA,lointain,0,0,38,0
12179,FRAEK,FRABA,moyen,0,0,27,0
12179,FRAEK,FRABA,ouverture,0,0,1,0
12179,FRAEK,FRABA,plateau,0,0,13,0
12179,FRAEK,FRABA,proche,3,0,32,3
12179,FRAEK,FRABA,relance,0,0,2,0
12179,FRAEK,FRAIE,bascule,0,0,3,2
12179,FRAEK,FRAIE,derniers_jours,6,1,3,1
12179,FRAEK,FRAIE,imminent,6,0,8,1
12179,FRAEK,FRAIE,intervalle,0,0,9,0
12179,FRAEK,FRAIE,lointain,0,0,38,0
12179,FRAEK,FRAIE,moyen,3,2,24,0
12179,FRAEK,FRAIE,ouverture,0,0,1,0
12179,FRAEK,FRAIE,plateau,0,0,13,0
12179,FRAEK,FRAIE,proche,4,1,31,4
12179,FRAEK,FRAIE,relance,0,0,2,0
12179,FRAEK,FRAVG,bascule,0,0,3,2
12179,FRAEK,FRAVG,derniers_jours,6,1,3,1
12179,FRAEK,FRAVG,imminent,6,0,8,1
12179,FRAEK,FRAVG,intervalle,0,0,9,0
12179,FRAEK,FRAVG,lointain,0,0,38,0
12179,FRAEK,FRAVG,moyen,3,2,24,0
12179,FRAEK,FRAVG,ouverture,0,0,1,0
12179,FRAEK,FRAVG,plateau,0,0,13,0
12179,FRAEK,FRAVG,proche,4,1,31,4
12179,FRAEK,FRAVG,relance,0,0,2,0
12179,FRAEK,FRHGU,bascule,0,0,3,0
12179,FRAEK,FRHGU,derniers_jours,5,2,4,1
12179,FRAEK,FRHGU,imminent,6,0,8,1
12179,FRAEK,FRHGU,intervalle,0,0,9,0
12179,FRAEK,FRHGU,lointain,0,0,38,0
12179,FRAEK,FRHGU,moyen,0,0,27,0
12179,FRAEK,FRHGU,ouverture,0,0,1,0
12179,FRAEK,FRHGU,plateau,0,0,13,0
12179,FRAEK,FRHGU,proche,3,0,32,3
12179,FRAEK,FRHGU,relance,0,0,2,0
12179,FRAEK,FRLPD,bascule,0,0,3,2
12179,FRAEK,FRLPD,derniers_jours,6,1,3,1
12179,FRAEK,FRLPD,imminent,6,0,8,1
12179,FRAEK,FRLPD,intervalle,0,0,9,0
12179,FRAEK,FRLPD,lointain,0,0,38,0
12179,FRAEK,FRLPD,moyen,3,2,24,0
12179,FRAEK,FRLPD,ouverture,0,0,1,0
12179,FRAEK,FRLPD,plateau,0,0,13,0
12179,FRAEK,FRLPD,proche,4,1,31,4
12179,FRAEK,FRLPD,relance,0,0,2,0
12179,FRAEK,FRMSC,bascule,0,0,3,2
12179,FRAEK,FRMSC,derniers_jours,6,1,3,1
12179,FRAEK,FRMSC,imminent,6,0,8,1
12179,FRAEK,FRMSC,intervalle,0,0,9,0
12179,FRAEK,FRMSC,lointain,0,0,38,0
12179,FRAEK,FRMSC,moyen,3,2,24,0
12179,FRAEK,FRMSC,ouverture,0,0,1,0
12179,FRAEK,FRMSC,plateau,0,0,13,0
12179,FRAEK,FRMSC,proche,4,1,31,4
12179,FRAEK,FRMSC,relance,0,0,2,0
12179,FRAEK,FRTJA,bascule,0,0,3,1
12179,FRAEK,FRTJA,derniers_jours,4,2,5,3
12179,FRAEK,FRTJA,imminent,6,0,8,1
12179,FRAEK,FRTJA,intervalle,0,0,9,0
12179,FRAEK,FRTJA,lointain,0,0,38,0
12179,FRAEK,FRTJA,moyen,0,0,27,0
12179,FRAEK,FRTJA,ouverture,0,0,1,0
12179,FRAEK,FRTJA,plateau,0,0,13,0
12179,FRAEK,FRTJA,proche,3,0,32,2
12179,FRAEK,FRTJA,relance,0,0,2,0
12179,FRAEK,FRTJB,bascule,0,0,3,1
12179,FRAEK,FRTJB,derniers_jours,4,2,5,3
12179,FRAEK,FRTJB,imminent,6,0,8,1
12179,FRAEK,FRTJB,intervalle,0,0,9,0
12179,FRAEK,FRTJB,lointain,0,0,38,0
12179,FRAEK,FRTJB,moyen,0,0,27,0
12179,FRAEK,FRTJB,ouverture,0,0,1,0
12179,FRAEK,FRTJB,plateau,0,0,13,0
12179,FRAEK,FRTJB,proche,3,0,32,2
12179,FRAEK,FRTJB,relance,0,0,2,0
12179,FRAEK,FRVLA,bascule,0,0,3,2
12179,FRAEK,FRVLA,derniers_jours,6,1,3,1
12179,FRAEK,FRVLA,imminent,6,0,8,1
12179,FRAEK,FRVLA,intervalle,0,0,9,0
12179,FRAEK,FRVLA,lointain,0,0,38,0
12179,FRAEK,FRVLA,moyen,3,2,24,0
12179,FRAEK,FRVLA,ouverture,0,0,1,0
12179,FRAEK,FRVLA,plateau,0,0,13,0
12179,FRAEK,FRVLA,proche,4,1,31,4
12179,FRAEK,FRVLA,relance,0,0,2,0
12179,FRAIE,FRMSC,bascule,0,0,3,2
12179,FRAIE,FRMSC,derniers_jours,5,2,4,1
12179,FRAIE,FRMSC,imminent,6,0,8,1
12179,FRAIE,FRMSC,intervalle,0,0,9,0
12179,FRAIE,FRMSC,lointain,0,0,38,0
12179,FRAIE,FRMSC,moyen,0,0,27,0
12179,FRAIE,FRMSC,ouverture,0,0,1,0
12179,FRAIE,FRMSC,plateau,0,0,13,0
12179,FRAIE,FRMSC,proche,3,0,32,3
12179,FRAIE,FRMSC,relance,0,0,2,0
12179,FRAVG,FRAIE,bascule,0,0,3,2
12179,FRAVG,FRAIE,derniers_jours,5,2,4,1
12179,FRAVG,FRAIE,imminent,6,0,8,1
12179,FRAVG,FRAIE,intervalle,0,0,9,0
12179,FRAVG,FRAIE,lointain,0,0,38,0
12179,FRAVG,FRAIE,moyen,0,0,27,0
12179,FRAVG,FRAIE,ouverture,0,0,1,0
12179,FRAVG,FRAIE,plateau,0,0,13,0
12179,FRAVG,FRAIE,proche,3,0,32,3
12179,FRAVG,FRAIE,relance,0,0,2,0
12179,FRAVG,FRMSC,bascule,0,0,3,2
12179,FRAVG,FRMSC,derniers_jours,5,2,4,1
12179,FRAVG,FRMSC,imminent,6,0,8,1
12179,FRAVG,FRMSC,intervalle,0,0,9,0
12179,FRAVG,FRMSC,lointain,0,0,38,0
12179,FRAVG,FRMSC,moyen,0,0,27,0
12179,FRAVG,FRMSC,ouverture,0,0,1,0
12179,FRAVG,FRMSC,plateau,0,0,13,0
12179,FRAVG,FRMSC,proche,3,0,32,3
12179,FRAVG,FRMSC,relance,0,0,2,0
12179,FRHGU,FRAIE,bascule,0,0,3,0
12179,FRHGU,FRAIE,derniers_jours,5,2,4,2
12179,FRHGU,FRAIE,imminent,6,0,8,1
12179,FRHGU,FRAIE,intervalle,0,0,9,0
12179,FRHGU,FRAIE,lointain,0,0,38,0
12179,FRHGU,FRAIE,moyen,0,0,27,0
12179,FRHGU,FRAIE,ouverture,0,0,1,0
12179,FRHGU,FRAIE,plateau,0,0,13,0
12179,FRHGU,FRAIE,proche,3,0,32,3
12179,FRHGU,FRAIE,relance,0,0,2,0
12179,FRHGU,FRAVG,bascule,0,0,3,0
12179,FRHGU,FRAVG,derniers_jours,5,2,4,2
12179,FRHGU,FRAVG,imminent,6,0,8,1
12179,FRHGU,FRAVG,intervalle,0,0,9,0
12179,FRHGU,FRAVG,lointain,0,0,38,0
12179,FRHGU,FRAVG,moyen,0,0,27,0
12179,FRHGU,FRAVG,ouverture,0,0,1,0
12179,FRHGU,FRAVG,plateau,0,0,13,0
12179,FRHGU,FRAVG,proche,3,0,32,3
12179,FRHGU,FRAVG,relance,0,0,2,0
12179,FRHGU,FRLPD,bascule,0,0,3,1
12179,FRHGU,FRLPD,derniers_jours,4,2,5,3
12179,FRHGU,FRLPD,imminent,6,0,8,1
12179,FRHGU,FRLPD,intervalle,0,0,9,0
12179,FRHGU,FRLPD,lointain,0,0,38,0
12179,FRHGU,FRLPD,moyen,0,0,27,0
12179,FRHGU,FRLPD,ouverture,0,0,1,0
12179,FRHGU,FRLPD,plateau,0,0,13,0
12179,FRHGU,FRLPD,proche,3,0,32,2
12179,FRHGU,FRLPD,relance,0,0,2,0
12179,FRHGU,FRMSC,bascule,0,0,3,0
12179,FRHGU,FRMSC,derniers_jours,5,2,4,2
12179,FRHGU,FRMSC,imminent,6,0,8,1
12179,FRHGU,FRMSC,intervalle,0,0,9,0
12179,FRHGU,FRMSC,lointain,0,0,38,0
12179,FRHGU,FRMSC,moyen,0,0,27,0
12179,FRHGU,FRMSC,ouverture,0,0,1,0
12179,FRHGU,FRMSC,plateau,0,0,13,0
12179,FRHGU,FRMSC,proche,3,0,32,3
12179,FRHGU,FRMSC,relance,0,0,2,0
12179,FRHGU,FRVLA,bascule,0,0,3,1
12179,FRHGU,FRVLA,derniers_jours,4,2,5,3
12179,FRHGU,FRVLA,imminent,6,0,8,1
12179,FRHGU,FRVLA,intervalle,0,0,9,0
12179,FRHGU,FRVLA,lointain,0,0,38,0
12179,FRHGU,FRVLA,moyen,0,0,27,0
12179,FRHGU,FRVLA,ouverture,0,0,1,0
12179,FRHGU,FRVLA,plateau,0,0,13,0
12179,FRHGU,FRVLA,proche,3,0,32,2
12179,FRHGU,FRVLA,relance,0,0,2,0
12179,FRLPD,FRAIE,bascule,0,0,3,2
12179,FRLPD,FRAIE,derniers_jours,6,1,3,2
12179,FRLPD,FRAIE,imminent,6,2,8,1
12179,FRLPD,FRAIE,intervalle,0,0,9,0
12179,FRLPD,FRAIE,lointain,0,0,38,0
12179,FRLPD,FRAIE,moyen,1,1,26,0
12179,FRLPD,FRAIE,ouverture,0,0,1,0
12179,FRLPD,FRAIE,plateau,0,0,13,0
12179,FRLPD,FRAIE,proche,3,0,32,4
12179,FRLPD,FRAIE,relance,0,0,2,0
12179,FRLPD,FRAVG,bascule,0,0,3,2
12179,FRLPD,FRAVG,derniers_jours,6,1,3,2
12179,FRLPD,FRAVG,imminent,6,2,8,1
12179,FRLPD,FRAVG,intervalle,0,0,9,0
12179,FRLPD,FRAVG,lointain,0,0,38,0
12179,FRLPD,FRAVG,moyen,1,1,26,0
12179,FRLPD,FRAVG,ouverture,0,0,1,0
12179,FRLPD,FRAVG,plateau,0,0,13,0
12179,FRLPD,FRAVG,proche,3,0,32,4
12179,FRLPD,FRAVG,relance,0,0,2,0
12179,FRLPD,FRMSC,bascule,0,0,3,2
12179,FRLPD,FRMSC,derniers_jours,6,1,3,2
12179,FRLPD,FRMSC,imminent,6,2,8,1
12179,FRLPD,FRMSC,intervalle,0,0,9,0
12179,FRLPD,FRMSC,lointain,0,0,38,0
12179,FRLPD,FRMSC,moyen,1,1,26,0
12179,FRLPD,FRMSC,ouverture,0,0,1,0
12179,FRLPD,FRMSC,plateau,0,0,13,0
12179,FRLPD,FRMSC,proche,3,0,32,4
12179,FRLPD,FRMSC,relance,0,0,2,0
12179,FRLPD,FRVLA,bascule,0,0,3,1
12179,FRLPD,FRVLA,derniers_jours,4,2,5,3
12179,FRLPD,FRVLA,imminent,6,0,8,1
12179,FRLPD,FRVLA,intervalle,0,0,9,0
12179,FRLPD,FRVLA,lointain,0,0,38,0
12179,FRLPD,FRVLA,moyen,0,0,27,0
12179,FRLPD,FRVLA,ouverture,0,0,1,0
12179,FRLPD,FRVLA,plateau,0,0,13,0
12179,FRLPD,FRVLA,proche,3,0,32,2
12179,FRLPD,FRVLA,relance,0,0,2,0
12179,FRTJA,FRABA,bascule,0,0,3,2
12179,FRTJA,FRABA,derniers_jours,5,2,4,1
12179,FRTJA,FRABA,imminent,6,0,8,1
12179,FRTJA,FRABA,intervalle,0,0,9,0
12179,FRTJA,FRABA,lointain,0,0,38,0
12179,FRTJA,FRABA,moyen,0,0,27,0
12179,FRTJA,FRABA,ouverture,0,0,1,0
12179,FRTJA,FRABA,plateau,0,0,13,0
12179,FRTJA,FRABA,proche,3,0,32,3
12179,FRTJA,FRABA,relance,0,0,2,0
12179,FRTJA,FRAIE,bascule,0,0,3,2
12179,FRTJA,FRAIE,derniers_jours,6,1,3,1
12179,FRTJA,FRAIE,imminent,6,0,8,1
12179,FRTJA,FRAIE,intervalle,0,0,9,0
12179,FRTJA,FRAIE,lointain,0,0,38,0
12179,FRTJA,FRAIE,moyen,3,2,24,0
12179,FRTJA,FRAIE,ouverture,0,0,1,0
12179,FRTJA,FRAIE,plateau,0,0,13,0
12179,FRTJA,FRAIE,proche,4,1,31,4
12179,FRTJA,FRAIE,relance,0,0,2,0
12179,FRTJA,FRAVG,bascule,0,0,3,2
12179,FRTJA,FRAVG,derniers_jours,6,1,3,1
12179,FRTJA,FRAVG,imminent,6,0,8,1
12179,FRTJA,FRAVG,intervalle,0,0,9,0
12179,FRTJA,FRAVG,lointain,0,0,38,0
12179,FRTJA,FRAVG,moyen,3,2,24,0
12179,FRTJA,FRAVG,ouverture,0,0,1,0
12179,FRTJA,FRAVG,plateau,0,0,13,0
12179,FRTJA,FRAVG,proche,4,1,31,4
12179,FRTJA,FRAVG,relance,0,0,2,0
12179,FRTJA,FRHGU,bascule,0,0,3,2
12179,FRTJA,FRHGU,derniers_jours,6,1,3,1
12179,FRTJA,FRHGU,imminent,6,0,8,1
12179,FRTJA,FRHGU,intervalle,0,0,9,0
12179,FRTJA,FRHGU,lointain,0,0,38,0
12179,FRTJA,FRHGU,moyen,3,2,24,0
12179,FRTJA,FRHGU,ouverture,0,0,1,0
12179,FRTJA,FRHGU,plateau,0,0,13,0
12179,FRTJA,FRHGU,proche,4,1,31,4
12179,FRTJA,FRHGU,relance,0,0,2,0
12179,FRTJA,FRLPD,bascule,0,0,3,2
12179,FRTJA,FRLPD,derniers_jours,6,1,3,1
12179,FRTJA,FRLPD,imminent,6,0,8,1
12179,FRTJA,FRLPD,intervalle,0,0,9,0
12179,FRTJA,FRLPD,lointain,0,0,38,0
12179,FRTJA,FRLPD,moyen,3,2,24,0
12179,FRTJA,FRLPD,ouverture,0,0,1,0
12179,FRTJA,FRLPD,plateau,0,0,13,0
12179,FRTJA,FRLPD,proche,4,1,31,4
12179,FRTJA,FRLPD,relance,0,0,2,0
12179,FRTJA,FRMSC,bascule,0,0,3,2
12179,FRTJA,FRMSC,derniers_jours,6,1,3,1
12179,FRTJA,FRMSC,imminent,6,0,8,1
