train_no,origine_iata,destination_iata,bande,n_ouvert,ferme,n_ferme,rouvre
4506,FRLPE,FRBOU,bascule,0,0,1,0
4506,FRLPE,FRBOU,derniers_jours,0,0,3,0
4506,FRLPE,FRBOU,intervalle,0,0,7,0
4506,FRLPE,FRBOU,ouverture,0,0,1,0
4506,FRLPE,FRBOU,plateau,0,0,17,0
4506,FRLPE,FRBOU,relance,0,0,1,0
4506,FRLPE,FRLPD,bascule,0,0,1,0
4506,FRLPE,FRLPD,derniers_jours,0,0,3,0
4506,FRLPE,FRLPD,intervalle,0,0,7,0
4506,FRLPE,FRLPD,ouverture,0,0,1,0
4506,FRLPE,FRLPD,plateau,0,0,17,0
4506,FRLPE,FRLPD,relance,0,0,1,0
4506,FRLPE,FRNTE,bascule,0,0,1,0
4506,FRLPE,FRNTE,derniers_jours,0,0,3,0
4506,FRLPE,FRNTE,intervalle,0,0,7,0
4506,FRLPE,FRNTE,ouverture,0,0,1,0
4506,FRLPE,FRNTE,plateau,0,0,17,0
4506,FRLPE,FRNTE,relance,0,0,1,0
4506,FRLPE,FRNVS,bascule,0,0,1,0
4506,FRLPE,FRNVS,derniers_jours,0,0,3,0
4506,FRLPE,FRNVS,intervalle,0,0,7,0
4506,FRLPE,FRNVS,ouverture,0,0,1,0
4506,FRLPE,FRNVS,plateau,0,0,17,0
4506,FRLPE,FRNVS,relance,0,0,1,0
4506,FRLPE,FRRNE,bascule,0,0,1,0
4506,FRLPE,FRRNE,derniers_jours,0,0,3,0
4506,FRLPE,FRRNE,intervalle,0,0,7,0
4506,FRLPE,FRRNE,ouverture,0,0,1,0
4506,FRLPE,FRRNE,plateau,0,0,17,0
4506,FRLPE,FRRNE,relance,0,0,1,0
4506,FRLPE,FRSGF,bascule,0,0,1,0
4506,FRLPE,FRSGF,derniers_jours,0,0,3,0
4506,FRLPE,FRSGF,intervalle,0,0,7,0
4506,FRLPE,FRSGF,ouverture,0,0,1,0
4506,FRLPE,FRSGF,plateau,0,0,17,0
4506,FRLPE,FRSGF,relance,0,0,1,0
4506,FRLPE,FRXMU,bascule,0,0,1,0
4506,FRLPE,FRXMU,derniers_jours,0,0,3,0
4506,FRLPE,FRXMU,intervalle,0,0,7,0
4506,FRLPE,FRXMU,ouverture,0,0,1,0
4506,FRLPE,FRXMU,plateau,0,0,17,0
4506,FRLPE,FRXMU,relance,0,0,1,0
4506,FRLPE,FRXSH,bascule,0,0,1,0
4506,FRLPE,FRXSH,derniers_jours,0,0,3,0
4506,FRLPE,FRXSH,intervalle,0,0,7,0
4506,FRLPE,FRXSH,ouverture,0,0,1,0
4506,FRLPE,FRXSH,plateau,0,0,17,0
4506,FRLPE,FRXSH,relance,0,0,1,0
4506,FRLPE,FRXVZ,bascule,0,0,1,0
4506,FRLPE,FRXVZ,derniers_jours,0,0,3,0
4506,FRLPE,FRXVZ,intervalle,0,0,7,0
4506,FRLPE,FRXVZ,ouverture,0,0,1,0
4506,FRLPE,FRXVZ,plateau,0,0,17,0
4506,FRLPE,FRXVZ,relance,0,0,1,0
4506,FRNVS,FRACL,bascule,0,0,1,0
4506,FRNVS,FRACL,derniers_jours,0,0,3,0
4506,FRNVS,FRACL,intervalle,0,0,7,0
4506,FRNVS,FRACL,ouverture,0,0,1,0
4506,FRNVS,FRACL,plateau,0,0,17,0
4506,FRNVS,FRACL,relance,0,0,1,0
4506,FRNVS,FRACN,bascule,0,0,1,0
4506,FRNVS,FRACN,derniers_jours,0,0,3,0
4506,FRNVS,FRACN,intervalle,0,0,7,0
4506,FRNVS,FRACN,ouverture,0,0,1,0
4506,FRNVS,FRACN,plateau,0,0,17,0
4506,FRNVS,FRACN,relance,0,0,1,0
4506,FRNVS,FRBOU,bascule,0,0,1,0
4506,FRNVS,FRBOU,derniers_jours,0,0,3,0
4506,FRNVS,FRBOU,intervalle,0,0,7,0
4506,FRNVS,FRBOU,ouverture,0,0,1,0
4506,FRNVS,FRBOU,plateau,0,0,17,0
4506,FRNVS,FRBOU,relance,0,0,1,0
4506,FRNVS,FRNTE,bascule,0,0,1,0
4506,FRNVS,FRNTE,derniers_jours,0,0,3,0
4506,FRNVS,FRNTE,intervalle,0,0,7,0
4506,FRNVS,FRNTE,ouverture,0,0,1,0
4506,FRNVS,FRNTE,plateau,0,0,17,0
4506,FRNVS,FRNTE,relance,0,0,1,0
4506,FRNVS,FRXSH,bascule,0,0,1,0
4506,FRNVS,FRXSH,derniers_jours,0,0,3,0
4506,FRNVS,FRXSH,intervalle,0,0,7,0
4506,FRNVS,FRXSH,ouverture,0,0,1,0
4506,FRNVS,FRXSH,plateau,0,0,17,0
4506,FRNVS,FRXSH,relance,0,0,1,0
4506,FRNVS,FRXVZ,bascule,0,0,1,0
4506,FRNVS,FRXVZ,derniers_jours,0,0,3,0
4506,FRNVS,FRXVZ,intervalle,0,0,7,0
4506,FRNVS,FRXVZ,ouverture,0,0,1,0
4506,FRNVS,FRXVZ,plateau,0,0,17,0
4506,FRNVS,FRXVZ,relance,0,0,1,0
4506,FRRNE,FRACL,bascule,0,0,1,0
4506,FRRNE,FRACL,derniers_jours,0,0,3,0
4506,FRRNE,FRACL,intervalle,0,0,7,0
4506,FRRNE,FRACL,ouverture,0,0,1,0
4506,FRRNE,FRACL,plateau,0,0,17,0
4506,FRRNE,FRACL,relance,0,0,1,0
4506,FRRNE,FRACN,bascule,0,0,1,0
4506,FRRNE,FRACN,derniers_jours,0,0,3,0
4506,FRRNE,FRACN,intervalle,0,0,7,0
4506,FRRNE,FRACN,ouverture,0,0,1,0
4506,FRRNE,FRACN,plateau,0,0,17,0
4506,FRRNE,FRACN,relance,0,0,1,0
4506,FRRNE,FRBOU,bascule,0,0,1,0
4506,FRRNE,FRBOU,derniers_jours,0,0,3,0
4506,FRRNE,FRBOU,intervalle,0,0,7,0
4506,FRRNE,FRBOU,ouverture,0,0,1,0
4506,FRRNE,FRBOU,plateau,0,0,17,0
4506,FRRNE,FRBOU,relance,0,0,1,0
4506,FRRNE,FRNTE,bascule,0,0,1,0
4506,FRRNE,FRNTE,derniers_jours,0,0,3,0
4506,FRRNE,FRNTE,intervalle,0,0,7,0
4506,FRRNE,FRNTE,ouverture,0,0,1,0
4506,FRRNE,FRNTE,plateau,0,0,17,0
4506,FRRNE,FRNTE,relance,0,0,1,0
4506,FRRNE,FRNVS,bascule,0,0,1,0
4506,FRRNE,FRNVS,derniers_jours,0,0,3,0
4506,FRRNE,FRNVS,intervalle,0,0,7,0
4506,FRRNE,FRNVS,ouverture,0,0,1,0
4506,FRRNE,FRNVS,plateau,0,0,17,0
4506,FRRNE,FRNVS,relance,0,0,1,0
4506,FRRNE,FRSGF,bascule,0,0,1,0
4506,FRRNE,FRSGF,derniers_jours,0,0,3,0
4506,FRRNE,FRSGF,intervalle,0,0,7,0
4506,FRRNE,FRSGF,ouverture,0,0,1,0
4506,FRRNE,FRSGF,plateau,0,0,17,0
4506,FRRNE,FRSGF,relance,0,0,1,0
4506,FRRNE,FRXMU,bascule,0,0,1,0
4506,FRRNE,FRXMU,derniers_jours,0,0,3,0
4506,FRRNE,FRXMU,intervalle,0,0,7,0
4506,FRRNE,FRXMU,ouverture,0,0,1,0
4506,FRRNE,FRXMU,plateau,0,0,17,0
4506,FRRNE,FRXMU,relance,0,0,1,0
4506,FRRNE,FRXSH,bascule,0,0,1,0
4506,FRRNE,FRXSH,derniers_jours,0,0,3,0
4506,FRRNE,FRXSH,intervalle,0,0,7,0
4506,FRRNE,FRXSH,ouverture,0,0,1,0
4506,FRRNE,FRXSH,plateau,0,0,17,0
4506,FRRNE,FRXSH,relance,0,0,1,0
4506,FRRNE,FRXVZ,bascule,0,0,1,0
4506,FRRNE,FRXVZ,derniers_jours,0,0,3,0
4506,FRRNE,FRXVZ,intervalle,0,0,7,0
4506,FRRNE,FRXVZ,ouverture,0,0,1,0
4506,FRRNE,FRXVZ,plateau,0,0,17,0
4506,FRRNE,FRXVZ,relance,0,0,1,0
4506,FRSGF,FRACL,bascule,0,0,1,0
4506,FRSGF,FRACL,derniers_jours,0,0,3,0
4506,FRSGF,FRACL,intervalle,0,0,7,0
4506,FRSGF,FRACL,ouverture,0,0,1,0
4506,FRSGF,FRACL,plateau,0,0,17,0
4506,FRSGF,FRACL,relance,0,0,1,0
4506,FRSGF,FRACN,bascule,0,0,1,0
4506,FRSGF,FRACN,derniers_jours,0,0,3,0
4506,FRSGF,FRACN,intervalle,0,0,7,0
4506,FRSGF,FRACN,ouverture,0,0,1,0
4506,FRSGF,FRACN,plateau,0,0,17,0
4506,FRSGF,FRACN,relance,0,0,1,0
4506,FRSGF,FRBOU,bascule,0,0,1,0
4506,FRSGF,FRBOU,derniers_jours,0,0,3,0
4506,FRSGF,FRBOU,intervalle,0,0,7,0
4506,FRSGF,FRBOU,ouverture,0,0,1,0
4506,FRSGF,FRBOU,plateau,0,0,17,0
4506,FRSGF,FRBOU,relance,0,0,1,0
4506,FRSGF,FRNTE,bascule,0,0,1,0
4506,FRSGF,FRNTE,derniers_jours,0,0,3,0
4506,FRSGF,FRNTE,intervalle,0,0,7,0
4506,FRSGF,FRNTE,ouverture,0,0,1,0
4506,FRSGF,FRNTE,plateau,0,0,17,0
4506,FRSGF,FRNTE,relance,0,0,1,0
4506,FRSGF,FRNVS,bascule,0,0,1,0
4506,FRSGF,FRNVS,derniers_jours,0,0,3,0
4506,FRSGF,FRNVS,intervalle,0,0,7,0
4506,FRSGF,FRNVS,ouverture,0,0,1,0
4506,FRSGF,FRNVS,plateau,0,0,17,0
4506,FRSGF,FRNVS,relance,0,0,1,0
4506,FRSGF,FRXMU,bascule,0,0,1,0
4506,FRSGF,FRXMU,derniers_jours,0,0,3,0
4506,FRSGF,FRXMU,intervalle,0,0,7,0
4506,FRSGF,FRXMU,ouverture,0,0,1,0
4506,FRSGF,FRXMU,plateau,0,0,17,0
4506,FRSGF,FRXMU,relance,0,0,1,0
4506,FRSGF,FRXSH,bascule,0,0,1,0
4506,FRSGF,FRXSH,derniers_jours,0,0,3,0
4506,FRSGF,FRXSH,intervalle,0,0,7,0
4506,FRSGF,FRXSH,ouverture,0,0,1,0
4506,FRSGF,FRXSH,plateau,0,0,17,0
4506,FRSGF,FRXSH,relance,0,0,1,0
4506,FRSGF,FRXVZ,bascule,0,0,1,0
4506,FRSGF,FRXVZ,derniers_jours,0,0,3,0
4506,FRSGF,FRXVZ,intervalle,0,0,7,0
4506,FRSGF,FRXVZ,ouverture,0,0,1,0
4506,FRSGF,FRXVZ,plateau,0,0,17,0
4506,FRSGF,FRXVZ,relance,0,0,1,0
4506,FRXMU,FRACL,bascule,0,0,1,0
4506,FRXMU,FRACL,derniers_jours,0,0,3,0
4506,FRXMU,FRACL,intervalle,0,0,7,0
4506,FRXMU,FRACL,ouverture,0,0,1,0
4506,FRXMU,FRACL,plateau,0,0,17,0
4506,FRXMU,FRACL,relance,0,0,1,0
4506,FRXMU,FRACN,bascule,0,0,1,0
4506,FRXMU,FRACN,derniers_jours,0,0,3,0
4506,FRXMU,FRACN,intervalle,0,0,7,0
4506,FRXMU,FRACN,ouverture,0,0,1,0
4506,FRXMU,FRACN,plateau,0,0,17,0
4506,FRXMU,FRACN,relance,0,0,1,0
4506,FRXMU,FRBOU,bascule,0,0,1,0
4506,FRXMU,FRBOU,derniers_jours,0,0,3,0
4506,FRXMU,FRBOU,intervalle,0,0,7,0
4506,FRXMU,FRBOU,ouverture,0,0,1,0
4506,FRXMU,FRBOU,plateau,0,0,17,0
4506,FRXMU,FRBOU,relance,0,0,1,0
4506,FRXMU,FRNTE,bascule,0,0,1,0
4506,FRXMU,FRNTE,derniers_jours,0,0,3,0
4506,FRXMU,FRNTE,intervalle,0,0,7,0
4506,FRXMU,FRNTE,ouverture,0,0,1,0
4506,FRXMU,FRNTE,plateau,0,0,17,0
4506,FRXMU,FRNTE,relance,0,0,1,0
4506,FRXMU,FRNVS,bascule,0,0,1,0
4506,FRXMU,FRNVS,derniers_jours,0,0,3,0
4506,FRXMU,FRNVS,intervalle,0,0,7,0
4506,FRXMU,FRNVS,ouverture,0,0,1,0
4506,FRXMU,FRNVS,plateau,0,0,17,0
4506,FRXMU,FRNVS,relance,0,0,1,0
4506,FRXMU,FRXSH,bascule,0,0,1,0
4506,FRXMU,FRXSH,derniers_jours,0,0,3,0
4506,FRXMU,FRXSH,intervalle,0,0,7,0
4506,FRXMU,FRXSH,ouverture,0,0,1,0
4506,FRXMU,FRXSH,plateau,0,0,17,0
4506,FRXMU,FRXSH,relance,0,0,1,0
4506,FRXMU,FRXVZ,bascule,0,0,1,0
4506,FRXMU,FRXVZ,derniers_jours,0,0,3,0
4506,FRXMU,FRXVZ,intervalle,0,0,7,0
4506,FRXMU,FRXVZ,ouverture,0,0,1,0
4506,FRXMU,FRXVZ,plateau,0,0,17,0
4506,FRXMU,FRXVZ,relance,0,0,1,0
4506,FRXSH,FRACL,bascule,0,0,1,0
4506,FRXSH,FRACL,derniers_jours,0,0,3,0
4506,FRXSH,FRACL,intervalle,0,0,7,0
4506,FRXSH,FRACL,ouverture,0,0,1,0
4506,FRXSH,FRACL,plateau,0,0,17,0
4506,FRXSH,FRACL,relance,0,0,1,0
4506,FRXSH,FRACN,bascule,0,0,1,0
4506,FRXSH,FRACN,derniers_jours,0,0,3,0
4506,FRXSH,FRACN,intervalle,0,0,7,0
4506,FRXSH,FRACN,ouverture,0,0,1,0
4506,FRXSH,FRACN,plateau,0,0,17,0
4506,FRXSH,FRACN,relance,0,0,1,0
4506,FRXSH,FRNTE,bascule,0,0,1,0
4506,FRXSH,FRNTE,derniers_jours,0,0,3,0
4506,FRXSH,FRNTE,intervalle,0,0,7,0
4506,FRXSH,FRNTE,ouverture,0,0,1,0
4506,FRXSH,FRNTE,plateau,0,0,17,0
4506,FRXSH,FRNTE,relance,0,0,1,0
4506,FRXVZ,FRACL,bascule,0,0,1,0
4506,FRXVZ,FRACL,derniers_jours,0,0,3,0
4506,FRXVZ,FRACL,intervalle,0,0,7,0
4506,FRXVZ,FRACL,ouverture,0,0,1,0
4506,FRXVZ,FRACL,plateau,0,0,17,0
4506,FRXVZ,FRACL,relance,0,0,1,0
4506,FRXVZ,FRACN,bascule,0,0,1,0
4506,FRXVZ,FRACN,derniers_jours,0,0,3,0
4506,FRXVZ,FRACN,intervalle,0,0,7,0
4506,FRXVZ,FRACN,ouverture,0,0,1,0
4506,FRXVZ,FRACN,plateau,0,0,17,0
4506,FRXVZ,FRACN,relance,0,0,1,0
4506,FRXVZ,FRNTE,bascule,0,0,1,0
4506,FRXVZ,FRNTE,derniers_jours,0,0,3,0
4506,FRXVZ,FRNTE,intervalle,0,0,7,0
4506,FRXVZ,FRNTE,ouverture,0,0,1,0
4506,FRXVZ,FRNTE,plateau,0,0,17,0
4506,FRXVZ,FRNTE,relance,0,0,1,0
4506,FRXVZ,FRXSH,bascule,0,0,1,0
4506,FRXVZ,FRXSH,derniers_jours,0,0,3,0
4506,FRXVZ,FRXSH,intervalle,0,0,7,0
4506,FRXVZ,FRXSH,ouverture,0,0,1,0
4506,FRXVZ,FRXSH,plateau,0,0,17,0
4506,FRXVZ,FRXSH,relance,0,0,1,0
4651,FRBZR,FRFNI,bascule,1,0,0,0
4651,FRBZR,FRFNI,derniers_jours,3,0,0,0
4651,FRBZR,FRFNI,intervalle,5,0,0,0
4651,FRBZR,FRFNI,ouverture,0,0,1,1
4651,FRBZR,FRFNI,plateau,12,0,0,0
4651,FRBZR,FRMPL,bascule,1,0,0,0
4651,FRBZR,FRMPL,derniers_jours,3,0,0,0
4651,FRBZR,FRMPL,intervalle,5,0,0,0
4651,FRBZR,FRMPL,ouverture,0,0,1,1
4651,FRBZR,FRMPL,plateau,12,0,0,0
4651,FRBZR,FRMSC,bascule,1,0,0,0
4651,FRBZR,FRMSC,derniers_jours,3,0,0,0
4651,FRBZR,FRMSC,intervalle,5,0,0,0
4651,FRBZR,FRMSC,ouverture,0,0,1,1
4651,FRBZR,FRMSC,plateau,12,0,0,0
4651,FRCCF,FRBZR,bascule,1,0,0,0
4651,FRCCF,FRBZR,derniers_jours,3,0,0,0
4651,FRCCF,FRBZR,intervalle,5,0,0,0
4651,FRCCF,FRBZR,ouverture,0,0,1,1
4651,FRCCF,FRBZR,plateau,12,0,0,0
4651,FRCCF,FRFNI,bascule,1,0,0,0
4651,FRCCF,FRFNI,derniers_jours,3,0,0,0
4651,FRCCF,FRFNI,intervalle,5,0,0,0
4651,FRCCF,FRFNI,ouverture,0,0,1,1
4651,FRCCF,FRFNI,plateau,12,0,0,0
4651,FRCCF,FRMPL,bascule,1,0,0,0
4651,FRCCF,FRMPL,derniers_jours,3,0,0,0
4651,FRCCF,FRMPL,intervalle,5,0,0,0
4651,FRCCF,FRMPL,ouverture,0,0,1,1
4651,FRCCF,FRMPL,plateau,12,0,0,0
4651,FRCCF,FRMSC,bascule,1,0,0,0
4651,FRCCF,FRMSC,derniers_jours,3,0,0,0
4651,FRCCF,FRMSC,intervalle,5,0,0,0
4651,FRCCF,FRMSC,ouverture,0,0,1,1
4651,FRCCF,FRMSC,plateau,12,0,0,0
4651,FRCCF,FRXNA,bascule,1,0,0,0
4651,FRCCF,FRXNA,derniers_jours,3,0,0,0
4651,FRCCF,FRXNA,intervalle,5,0,0,0
4651,FRCCF,FRXNA,ouverture,0,0,1,1
4651,FRCCF,FRXNA,plateau,12,0,0,0
4651,FRFNI,FRMSC,bascule,1,0,0,0
4651,FRFNI,FRMSC,derniers_jours,3,0,0,0
4651,FRFNI,FRMSC,intervalle,5,0,0,0
4651,FRFNI,FRMSC,ouverture,0,0,1,1
4651,FRFNI,FRMSC,plateau,12,0,0,0
4651,FRMPL,FRFNI,bascule,1,0,0,0
4651,FRMPL,FRFNI,derniers_jours,3,0,0,0
4651,FRMPL,FRFNI,intervalle,5,0,0,0
4651,FRMPL,FRFNI,ouverture,0,0,1,1
4651,FRMPL,FRFNI,plateau,12,0,0,0
4651,FRMPL,FRMSC,bascule,1,0,0,0
4651,FRMPL,FRMSC,derniers_jours,3,0,0,0
4651,FRMPL,FRMSC,intervalle,5,0,0,0
4651,FRMPL,FRMSC,ouverture,0,0,1,1
4651,FRMPL,FRMSC,plateau,12,0,0,0
4651,FRXNA,FRBZR,bascule,1,0,0,0
4651,FRXNA,FRBZR,derniers_jours,3,0,0,0
4651,FRXNA,FRBZR,intervalle,5,0,0,0
4651,FRXNA,FRBZR,ouverture,0,0,1,1
4651,FRXNA,FRBZR,plateau,12,0,0,0
4651,FRXNA,FRFNI,bascule,1,0,0,0
4651,FRXNA,FRFNI,derniers_jours,3,0,0,0
4651,FRXNA,FRFNI,intervalle,5,0,0,0
4651,FRXNA,FRFNI,ouverture,0,0,1,1
4651,FRXNA,FRFNI,plateau,12,0,0,0
4651,FRXNA,FRMPL,bascule,1,0,0,0
4651,FRXNA,FRMPL,derniers_jours,3,0,0,0
4651,FRXNA,FRMPL,intervalle,5,0,0,0
4651,FRXNA,FRMPL,ouverture,0,0,1,1
4651,FRXNA,FRMPL,plateau,12,0,0,0
4651,FRXNA,FRMSC,bascule,1,0,0,0
4651,FRXNA,FRMSC,derniers_jours,3,0,0,0
4651,FRXNA,FRMSC,intervalle,5,0,0,0
4651,FRXNA,FRMSC,ouverture,0,0,1,1
4651,FRXNA,FRMSC,plateau,12,0,0,0
4651,FRXYT,FRBZR,bascule,1,0,0,0
4651,FRXYT,FRBZR,derniers_jours,3,0,0,0
4651,FRXYT,FRBZR,intervalle,5,0,0,0
4651,FRXYT,FRBZR,ouverture,0,0,1,1
4651,FRXYT,FRBZR,plateau,12,0,0,0
4651,FRXYT,FRCCF,bascule,1,0,0,0
4651,FRXYT,FRCCF,derniers_jours,3,0,0,0
4651,FRXYT,FRCCF,intervalle,5,0,0,0
4651,FRXYT,FRCCF,ouverture,0,0,1,1
4651,FRXYT,FRCCF,plateau,12,0,0,0
4651,FRXYT,FRFNI,bascule,1,0,0,0
4651,FRXYT,FRFNI,derniers_jours,3,0,0,0
4651,FRXYT,FRFNI,intervalle,5,0,0,0
4651,FRXYT,FRFNI,ouverture,0,0,1,1
4651,FRXYT,FRFNI,plateau,12,0,0,0
4651,FRXYT,FRMPL,bascule,1,0,0,0
4651,FRXYT,FRMPL,derniers_jours,3,0,0,0
4651,FRXYT,FRMPL,intervalle,5,0,0,0
4651,FRXYT,FRMPL,ouverture,0,0,1,1
4651,FRXYT,FRMPL,plateau,12,0,0,0
4651,FRXYT,FRMSC,bascule,1,0,0,0
4651,FRXYT,FRMSC,derniers_jours,3,0,0,0
4651,FRXYT,FRMSC,intervalle,5,0,0,0
4651,FRXYT,FRMSC,ouverture,0,0,1,1
4651,FRXYT,FRMSC,plateau,12,0,0,0
4651,FRXYT,FRXNA,bascule,1,0,0,0
4651,FRXYT,FRXNA,derniers_jours,3,0,0,0
4651,FRXYT,FRXNA,intervalle,5,0,0,0
4651,FRXYT,FRXNA,ouverture,0,0,1,1
4651,FRXYT,FRXNA,plateau,12,0,0,0
4655,FRAGF,FRBZR,bascule,1,0,0,0
4655,FRAGF,FRBZR,derniers_jours,3,0,0,0
4655,FRAGF,FRBZR,intervalle,2,0,5,0
4655,FRAGF,FRBZR,ouverture,0,0,1,1
4655,FRAGF,FRBZR,plateau,8,0,9,1
4655,FRAGF,FRBZR,relance,0,0,1,0
4655,FRAGF,FRCCF,bascule,1,0,0,0
4655,FRAGF,FRCCF,derniers_jours,3,0,0,0
4655,FRAGF,FRCCF,intervalle,2,0,5,0
4655,FRAGF,FRCCF,ouverture,0,0,1,1
4655,FRAGF,FRCCF,plateau,8,0,9,1
4655,FRAGF,FRCCF,relance,0,0,1,0
4655,FRAGF,FRFNI,bascule,1,0,0,0
4655,FRAGF,FRFNI,derniers_jours,3,0,0,0
4655,FRAGF,FRFNI,intervalle,2,0,5,0
4655,FRAGF,FRFNI,ouverture,0,0,1,1
4655,FRAGF,FRFNI,plateau,8,0,9,1
4655,FRAGF,FRFNI,relance,0,0,1,0
4655,FRAGF,FRMPL,bascule,1,0,0,0
4655,FRAGF,FRMPL,derniers_jours,3,0,0,0
4655,FRAGF,FRMPL,intervalle,2,0,5,0
4655,FRAGF,FRMPL,ouverture,0,0,1,1
4655,FRAGF,FRMPL,plateau,8,0,9,1
4655,FRAGF,FRMPL,relance,0,0,1,0
4655,FRAGF,FRMSC,bascule,1,0,0,0
4655,FRAGF,FRMSC,derniers_jours,3,0,0,0
4655,FRAGF,FRMSC,intervalle,2,0,5,0
4655,FRAGF,FRMSC,ouverture,0,0,1,1
4655,FRAGF,FRMSC,plateau,8,0,9,1
4655,FRAGF,FRMSC,relance,0,0,1,0
4655,FRAGF,FRXMW,bascule,1,0,0,0
4655,FRAGF,FRXMW,derniers_jours,3,0,0,0
4655,FRAGF,FRXMW,intervalle,5,0,2,1
4655,FRAGF,FRXMW,ouverture,0,0,1,1
4655,FRAGF,FRXMW,plateau,8,0,9,1
4655,FRAGF,FRXMW,relance,0,0,1,0
4655,FRAGF,FRXNA,bascule,1,0,0,0
4655,FRAGF,FRXNA,derniers_jours,3,0,0,0
4655,FRAGF,FRXNA,intervalle,2,0,5,0
4655,FRAGF,FRXNA,ouverture,0,0,1,1
4655,FRAGF,FRXNA,plateau,8,0,9,1
4655,FRAGF,FRXNA,relance,0,0,1,0
4655,FRAGF,FRXYT,bascule,1,0,0,0
4655,FRAGF,FRXYT,derniers_jours,3,0,0,0
4655,FRAGF,FRXYT,intervalle,5,0,2,1
4655,FRAGF,FRXYT,ouverture,0,0,1,1
4655,FRAGF,FRXYT,plateau,8,0,9,1
4655,FRAGF,FRXYT,relance,0,0,1,0
4655,FRBOJ,FRAGF,bascule,1,0,0,0
4655,FRBOJ,FRAGF,derniers_jours,3,0,0,0
4655,FRBOJ,FRAGF,intervalle,5,0,2,1
4655,FRBOJ,FRAGF,ouverture,0,0,1,1
4655,FRBOJ,FRAGF,plateau,8,0,9,1
4655,FRBOJ,FRAGF,relance,0,0,1,0
4655,FRBOJ,FRBZR,bascule,1,0,0,0
4655,FRBOJ,FRBZR,derniers_jours,3,0,0,0
4655,FRBOJ,FRBZR,intervalle,2,0,5,0
4655,FRBOJ,FRBZR,ouverture,0,0,1,1
4655,FRBOJ,FRBZR,plateau,8,0,9,1
4655,FRBOJ,FRBZR,relance,0,0,1,0
4655,FRBOJ,FRCCF,bascule,1,0,0,0
4655,FRBOJ,FRCCF,derniers_jours,3,0,0,0
4655,FRBOJ,FRCCF,intervalle,2,0,5,0
4655,FRBOJ,FRCCF,ouverture,0,0,1,1
4655,FRBOJ,FRCCF,plateau,8,0,9,1
4655,FRBOJ,FRCCF,relance,0,0,1,0
4655,FRBOJ,FRFNI,bascule,1,0,0,0
4655,FRBOJ,FRFNI,derniers_jours,3,0,0,0
4655,FRBOJ,FRFNI,intervalle,2,0,5,0
4655,FRBOJ,FRFNI,ouverture,0,0,1,1
4655,FRBOJ,FRFNI,plateau,8,0,9,1
4655,FRBOJ,FRFNI,relance,0,0,1,0
4655,FRBOJ,FRMPL,bascule,1,0,0,0
4655,FRBOJ,FRMPL,derniers_jours,3,0,0,0
4655,FRBOJ,FRMPL,intervalle,2,0,5,0
4655,FRBOJ,FRMPL,ouverture,0,0,1,1
4655,FRBOJ,FRMPL,plateau,8,0,9,1
4655,FRBOJ,FRMPL,relance,0,0,1,0
4655,FRBOJ,FRMSC,bascule,1,0,0,0
4655,FRBOJ,FRMSC,derniers_jours,3,0,0,0
4655,FRBOJ,FRMSC,intervalle,2,0,5,0
4655,FRBOJ,FRMSC,ouverture,0,0,1,1
4655,FRBOJ,FRMSC,plateau,8,0,9,1
4655,FRBOJ,FRMSC,relance,0,0,1,0
4655,FRBOJ,FRXMW,bascule,1,0,0,0
4655,FRBOJ,FRXMW,derniers_jours,3,0,0,0
4655,FRBOJ,FRXMW,intervalle,5,0,2,1
4655,FRBOJ,FRXMW,ouverture,0,0,1,1
4655,FRBOJ,FRXMW,plateau,8,0,9,1
4655,FRBOJ,FRXMW,relance,0,0,1,0
4655,FRBOJ,FRXNA,bascule,1,0,0,0
4655,FRBOJ,FRXNA,derniers_jours,3,0,0,0
4655,FRBOJ,FRXNA,intervalle,2,0,5,0
4655,FRBOJ,FRXNA,ouverture,0,0,1,1
4655,FRBOJ,FRXNA,plateau,8,0,9,1
4655,FRBOJ,FRXNA,relance,0,0,1,0
4655,FRBOJ,FRXYT,bascule,1,0,0,0
4655,FRBOJ,FRXYT,derniers_jours,3,0,0,0
4655,FRBOJ,FRXYT,intervalle,5,0,2,1
4655,FRBOJ,FRXYT,ouverture,0,0,1,1
4655,FRBOJ,FRXYT,plateau,8,0,9,1
4655,FRBOJ,FRXYT,relance,0,0,1,0
4655,FRBZR,FRFNI,bascule,1,0,0,0
4655,FRBZR,FRFNI,derniers_jours,3,0,0,0
4655,FRBZR,FRFNI,intervalle,2,0,5,0
4655,FRBZR,FRFNI,ouverture,0,0,1,1
4655,FRBZR,FRFNI,plateau,8,0,9,1
4655,FRBZR,FRFNI,relance,0,0,1,0
4655,FRBZR,FRMPL,bascule,1,0,0,0
4655,FRBZR,FRMPL,derniers_jours,3,0,0,0
4655,FRBZR,FRMPL,intervalle,2,0,5,0
4655,FRBZR,FRMPL,ouverture,0,0,1,1
4655,FRBZR,FRMPL,plateau,8,0,9,1
4655,FRBZR,FRMPL,relance,0,0,1,0
4655,FRBZR,FRMSC,bascule,1,0,0,0
4655,FRBZR,FRMSC,derniers_jours,3,0,0,0
4655,FRBZR,FRMSC,intervalle,2,0,5,0
4655,FRBZR,FRMSC,ouverture,0,0,1,1
4655,FRBZR,FRMSC,plateau,8,0,9,1
4655,FRBZR,FRMSC,relance,0,0,1,0
4655,FRCCF,FRBZR,bascule,1,0,0,0
